flight_id,date,arrival_time,pax_total,pax_acaps,terminal,gate_id,day_of_week,season
WS218,2024-01-10,06:30,199,10,T1,E78,Wednesday,Winter
BA594,2024-01-10,08:45,144,8,T1,E88,Wednesday,Winter
DL168,2024-01-10,08:00,149,6,T1,E82,Wednesday,Winter
WS793,2024-01-10,09:15,252,11,T1,E75,Wednesday,Winter
DL673,2024-01-10,12:45,139,6,T1,E75,Wednesday,Winter
TS755,2024-01-10,19:45,181,3,T1,E78,Wednesday,Winter
LH706,2024-01-10,12:45,81,3,T1,E78,Wednesday,Winter
UA870,2024-01-10,20:00,227,5,T1,E90,Wednesday,Winter
TS474,2024-01-10,11:15,237,10,T1,E88,Wednesday,Winter
BA754,2024-01-10,10:45,276,15,T1,E72,Wednesday,Winter
DL460,2024-01-10,16:15,156,7,T1,E72,Wednesday,Winter
TS420,2024-01-10,09:15,198,8,T1,E82,Wednesday,Winter
TS623,2024-01-11,13:45,232,5,T1,E85,Thursday,Winter
AA290,2024-01-11,14:15,222,5,T1,E80,Thursday,Winter
TS291,2024-01-11,10:45,278,11,T1,E82,Thursday,Winter
AC596,2024-01-11,11:15,218,17,T1,E90,Thursday,Winter
LH518,2024-01-11,22:45,186,7,T1,E88,Thursday,Winter
LH271,2024-01-11,10:00,176,9,T1,E80,Thursday,Winter
F8650,2024-01-11,06:15,237,14,T1,E88,Thursday,Winter
BA623,2024-01-11,08:00,188,13,T1,E82,Thursday,Winter
BA942,2024-01-11,11:45,259,12,T1,E85,Thursday,Winter
WS853,2024-01-11,18:15,156,7,T1,E70,Thursday,Winter
LH369,2024-01-11,08:00,232,17,T1,E72,Thursday,Winter
F8314,2024-01-11,15:30,236,9,T1,E75,Thursday,Winter
TS903,2024-01-11,08:15,135,8,T1,E90,Thursday,Winter
UA711,2024-01-11,14:15,162,7,T1,E80,Thursday,Winter
UA686,2024-01-11,10:00,154,12,T1,E85,Thursday,Winter
AC383,2024-01-11,18:15,113,3,T1,E82,Thursday,Winter
F8879,2024-01-11,21:45,205,4,T1,E80,Thursday,Winter
AA484,2024-01-11,15:00,242,10,T1,E72,Thursday,Winter
AA627,2024-01-11,11:30,236,18,T1,E82,Thursday,Winter
AC989,2024-01-11,11:45,282,18,T1,E82,Thursday,Winter
WS914,2024-01-11,14:45,135,6,T1,E78,Thursday,Winter
LH374,2024-01-11,11:30,206,12,T1,E75,Thursday,Winter
LH907,2024-01-11,07:00,131,5,T1,E88,Thursday,Winter
AC227,2024-01-11,08:45,236,9,T1,E85,Thursday,Winter
F8805,2024-01-11,10:30,160,11,T1,E80,Thursday,Winter
WS770,2024-01-11,10:30,141,7,T1,E75,Thursday,Winter
AC505,2024-01-11,20:30,139,4,T1,E72,Thursday,Winter
WS101,2024-01-11,09:45,139,6,T1,E78,Thursday,Winter
BA796,2024-01-11,14:00,82,3,T1,E72,Thursday,Winter
AA810,2024-01-11,10:45,138,6,T1,E72,Thursday,Winter
WS205,2024-01-11,10:30,196,8,T1,E75,Thursday,Winter
TS170,2024-01-11,13:00,236,9,T1,E88,Thursday,Winter
DL839,2024-01-11,09:15,225,14,T1,E88,Thursday,Winter
F8188,2024-01-11,06:15,151,9,T1,E85,Thursday,Winter
DL539,2024-01-11,10:15,183,9,T1,E72,Thursday,Winter
F8666,2024-01-11,16:30,86,3,T1,E80,Thursday,Winter
F8630,2024-01-11,17:15,180,5,T1,E70,Thursday,Winter
F8606,2024-01-11,13:00,141,4,T1,E72,Thursday,Winter
BA112,2024-01-11,10:30,153,8,T1,E85,Thursday,Winter
DL659,2024-01-11,22:15,200,9,T1,E72,Thursday,Winter
AC701,2024-01-11,08:00,187,9,T1,E70,Thursday,Winter
AA618,2024-01-11,06:45,228,15,T1,E72,Thursday,Winter
BA650,2024-01-11,18:15,151,3,T1,E72,Thursday,Winter
BA308,2024-01-11,07:30,220,13,T1,E72,Thursday,Winter
UA815,2024-01-11,13:15,94,2,T1,E85,Thursday,Winter
WS564,2024-01-12,18:00,159,6,T1,E75,Friday,Winter
WS112,2024-01-12,20:15,82,2,T1,E82,Friday,Winter
BA629,2024-01-12,22:30,122,3,T1,E80,Friday,Winter
WS889,2024-01-12,09:30,229,11,T1,E72,Friday,Winter
UA829,2024-01-12,13:00,207,6,T1,E82,Friday,Winter
AC611,2024-01-12,12:15,174,4,T1,E72,Friday,Winter
WS333,2024-01-12,17:00,91,4,T1,E70,Friday,Winter
F8147,2024-01-12,12:30,178,8,T1,E75,Friday,Winter
AC666,2024-01-12,21:45,137,4,T1,E85,Friday,Winter
DL377,2024-01-12,09:30,150,9,T1,E70,Friday,Winter
TS328,2024-01-12,12:00,182,4,T1,E88,Friday,Winter
UA892,2024-01-12,09:30,142,8,T1,E70,Friday,Winter
DL305,2024-01-12,07:30,279,13,T1,E82,Friday,Winter
LH891,2024-01-12,07:15,158,6,T1,E85,Friday,Winter
AC338,2024-01-12,15:30,242,10,T1,E70,Friday,Winter
DL101,2024-01-12,19:45,158,3,T1,E90,Friday,Winter
F8529,2024-01-12,14:00,116,4,T1,E72,Friday,Winter
AC337,2024-01-12,12:45,175,5,T1,E72,Friday,Winter
WS617,2024-01-12,11:45,139,8,T1,E70,Friday,Winter
AA778,2024-01-12,10:15,194,9,T1,E82,Friday,Winter
AA817,2024-01-12,11:30,235,11,T1,E72,Friday,Winter
F8239,2024-01-12,14:00,119,2,T1,E88,Friday,Winter
LH421,2024-01-12,16:00,217,6,T1,E78,Friday,Winter
LH415,2024-01-12,17:30,110,2,T1,E80,Friday,Winter
AC320,2024-01-12,11:15,143,9,T1,E82,Friday,Winter
AA625,2024-01-12,06:30,186,13,T1,E75,Friday,Winter
AC514,2024-01-12,15:15,104,3,T1,E75,Friday,Winter
WS112,2024-01-12,07:15,153,7,T1,E85,Friday,Winter
DL802,2024-01-12,20:00,229,8,T1,E72,Friday,Winter
AC166,2024-01-12,07:45,152,6,T1,E82,Friday,Winter
WS143,2024-01-12,17:00,123,5,T1,E85,Friday,Winter
AA608,2024-01-12,09:45,294,16,T1,E82,Friday,Winter
F8291,2024-01-12,11:30,234,17,T1,E70,Friday,Winter
F8762,2024-01-12,07:45,225,16,T1,E88,Friday,Winter
AC189,2024-01-12,11:45,155,8,T1,E90,Friday,Winter
F8745,2024-01-12,15:00,177,7,T1,E82,Friday,Winter
LH657,2024-01-12,14:30,224,7,T1,E85,Friday,Winter
UA284,2024-01-12,09:30,272,13,T1,E80,Friday,Winter
AC928,2024-01-12,12:30,229,11,T1,E75,Friday,Winter
WS353,2024-01-12,19:15,148,5,T1,E70,Friday,Winter
F8689,2024-01-12,13:30,124,3,T1,E82,Friday,Winter
DL705,2024-01-12,09:30,265,16,T1,E78,Friday,Winter
LH655,2024-01-12,09:15,245,10,T1,E70,Friday,Winter
F8716,2024-01-12,10:00,254,15,T1,E82,Friday,Winter
F8925,2024-01-12,10:30,165,12,T1,E82,Friday,Winter
AC122,2024-01-13,06:15,148,10,T1,E82,Saturday,Winter
WS482,2024-01-13,20:45,230,5,T1,E80,Saturday,Winter
DL239,2024-01-13,08:45,283,22,T1,E82,Saturday,Winter
TS824,2024-01-13,17:30,137,5,T1,E75,Saturday,Winter
AA414,2024-01-13,18:30,112,2,T1,E70,Saturday,Winter
AA971,2024-01-13,12:00,126,4,T1,E78,Saturday,Winter
WS608,2024-01-13,06:30,139,6,T1,E82,Saturday,Winter
TS751,2024-01-13,11:30,234,9,T1,E78,Saturday,Winter
F8809,2024-01-13,08:30,185,13,T1,E70,Saturday,Winter
AC495,2024-01-13,14:45,122,5,T1,E88,Saturday,Winter
AA459,2024-01-13,15:45,105,4,T1,E78,Saturday,Winter
TS562,2024-01-13,09:00,195,7,T1,E80,Saturday,Winter
WS175,2024-01-13,07:15,216,10,T1,E72,Saturday,Winter
BA195,2024-01-13,07:45,300,12,T1,E75,Saturday,Winter
AA260,2024-01-13,06:00,204,9,T1,E78,Saturday,Winter
AA813,2024-01-13,16:30,249,7,T1,E78,Saturday,Winter
WS150,2024-01-13,14:45,119,2,T1,E70,Saturday,Winter
AA189,2024-01-13,07:45,171,7,T1,E78,Saturday,Winter
TS753,2024-01-13,07:00,241,17,T1,E80,Saturday,Winter
AA582,2024-01-13,14:30,103,4,T1,E85,Saturday,Winter
TS479,2024-01-13,12:30,127,4,T1,E80,Saturday,Winter
LH576,2024-01-13,09:15,188,11,T1,E75,Saturday,Winter
WS187,2024-01-13,20:30,218,7,T1,E78,Saturday,Winter
BA162,2024-01-13,13:45,217,8,T1,E88,Saturday,Winter
F8587,2024-01-13,08:00,221,16,T1,E70,Saturday,Winter
BA684,2024-01-13,12:15,110,5,T1,E88,Saturday,Winter
TS271,2024-01-13,09:15,152,6,T1,E72,Saturday,Winter
AA306,2024-01-13,20:15,232,6,T1,E72,Saturday,Winter
WS497,2024-01-13,17:45,221,6,T1,E80,Saturday,Winter
BA569,2024-01-13,07:45,148,8,T1,E75,Saturday,Winter
WS208,2024-01-14,12:00,153,7,T1,E82,Sunday,Winter
AA370,2024-01-14,13:45,226,8,T1,E70,Sunday,Winter
TS382,2024-01-14,15:15,238,9,T1,E85,Sunday,Winter
AC505,2024-01-14,06:15,132,9,T1,E80,Sunday,Winter
DL120,2024-01-14,07:30,199,10,T1,E88,Sunday,Winter
WS989,2024-01-14,11:15,196,15,T1,E88,Sunday,Winter
DL375,2024-01-14,17:00,128,4,T1,E85,Sunday,Winter
LH877,2024-01-14,12:30,94,3,T1,E75,Sunday,Winter
WS418,2024-01-14,20:45,114,4,T1,E90,Sunday,Winter
AC277,2024-01-14,06:15,134,6,T1,E88,Sunday,Winter
AC469,2024-01-14,20:15,150,4,T1,E88,Sunday,Winter
BA506,2024-01-14,21:00,87,2,T1,E88,Sunday,Winter
LH281,2024-01-14,12:30,168,4,T1,E80,Sunday,Winter
WS391,2024-01-14,09:45,132,6,T1,E78,Sunday,Winter
F8762,2024-01-14,10:15,188,12,T1,E90,Sunday,Winter
AC985,2024-01-14,22:00,201,9,T1,E75,Sunday,Winter
AC329,2024-01-14,08:30,284,14,T1,E85,Sunday,Winter
DL570,2024-01-14,08:15,239,12,T1,E90,Sunday,Winter
AA698,2024-01-14,07:00,250,19,T1,E82,Sunday,Winter
BA762,2024-01-14,16:30,156,6,T1,E88,Sunday,Winter
WS444,2024-01-14,11:30,190,9,T1,E80,Sunday,Winter
F8253,2024-01-14,12:15,94,4,T1,E85,Sunday,Winter
DL797,2024-01-14,11:00,287,17,T1,E80,Sunday,Winter
UA528,2024-01-14,15:45,89,3,T1,E78,Sunday,Winter
DL843,2024-01-14,21:15,216,8,T1,E88,Sunday,Winter
DL619,2024-01-14,08:15,288,21,T1,E75,Sunday,Winter
UA199,2024-01-14,12:15,146,6,T1,E90,Sunday,Winter
TS796,2024-01-14,06:00,176,9,T1,E80,Sunday,Winter
AA907,2024-01-14,06:30,186,11,T1,E88,Sunday,Winter
WS581,2024-01-14,06:00,240,18,T1,E90,Sunday,Winter
WS988,2024-01-15,22:45,215,6,T1,E70,Monday,Winter
TS240,2024-01-15,07:30,224,17,T1,E88,Monday,Winter
TS423,2024-01-15,21:15,100,3,T1,E75,Monday,Winter
DL749,2024-01-15,07:00,235,11,T1,E75,Monday,Winter
TS601,2024-01-15,11:15,277,15,T1,E85,Monday,Winter
AA539,2024-01-15,13:45,81,1,T1,E78,Monday,Winter
DL114,2024-01-15,11:15,124,8,T1,E78,Monday,Winter
F8810,2024-01-15,08:30,153,6,T1,E90,Monday,Winter
UA271,2024-01-15,08:00,196,15,T1,E88,Monday,Winter
BA710,2024-01-15,13:30,191,8,T1,E75,Monday,Winter
DL601,2024-01-15,09:15,162,12,T1,E85,Monday,Winter
AC333,2024-01-15,10:15,174,12,T1,E90,Monday,Winter
TS226,2024-01-15,10:00,216,16,T1,E80,Monday,Winter
BA738,2024-01-15,06:00,289,12,T1,E70,Monday,Winter
AC806,2024-01-15,08:45,233,12,T1,E90,Monday,Winter
UA585,2024-01-15,19:15,132,5,T1,E70,Monday,Winter
UA530,2024-01-15,19:00,249,8,T1,E75,Monday,Winter
AA950,2024-01-15,07:00,192,8,T1,E72,Monday,Winter
LH303,2024-01-15,17:15,147,6,T1,E78,Monday,Winter
DL820,2024-01-15,16:30,121,2,T1,E88,Monday,Winter
F8804,2024-01-15,13:30,140,2,T1,E72,Monday,Winter
WS955,2024-01-15,13:45,118,5,T1,E90,Monday,Winter
WS840,2024-01-15,22:00,145,5,T1,E88,Monday,Winter
UA370,2024-01-15,17:00,105,4,T1,E70,Monday,Winter
UA468,2024-01-15,21:30,189,7,T1,E72,Monday,Winter
AC109,2024-01-15,11:15,204,11,T1,E88,Monday,Winter
UA999,2024-01-15,11:30,207,9,T1,E85,Monday,Winter
AA567,2024-01-15,10:45,296,21,T1,E85,Monday,Winter
TS215,2024-01-15,10:00,160,7,T1,E88,Monday,Winter
LH285,2024-01-15,18:45,171,6,T1,E75,Monday,Winter
LH599,2024-01-15,08:45,232,9,T1,E80,Monday,Winter
DL112,2024-01-15,20:15,166,5,T1,E72,Monday,Winter
AA777,2024-01-15,07:45,208,13,T1,E85,Monday,Winter
TS959,2024-01-15,17:00,82,3,T1,E75,Monday,Winter
BA969,2024-01-15,12:45,122,2,T1,E88,Monday,Winter
DL346,2024-01-15,06:30,132,7,T1,E90,Monday,Winter
AA512,2024-01-15,06:00,237,13,T1,E88,Monday,Winter
WS977,2024-01-15,15:45,160,3,T1,E88,Monday,Winter
AC205,2024-01-15,15:45,89,3,T1,E70,Monday,Winter
WS910,2024-01-15,17:30,210,7,T1,E88,Monday,Winter
DL472,2024-01-15,06:15,236,12,T1,E88,Monday,Winter
DL833,2024-01-15,15:00,104,4,T1,E78,Monday,Winter
AC449,2024-01-15,09:30,260,15,T1,E72,Monday,Winter
AC268,2024-01-15,15:15,184,4,T1,E78,Monday,Winter
F8223,2024-01-15,14:15,197,8,T1,E78,Monday,Winter
DL210,2024-01-16,17:00,242,10,T1,E72,Tuesday,Winter
LH568,2024-01-16,19:15,207,4,T1,E70,Tuesday,Winter
BA543,2024-01-16,14:45,210,9,T1,E75,Tuesday,Winter
TS848,2024-01-16,10:00,219,14,T1,E82,Tuesday,Winter
BA493,2024-01-16,17:15,150,4,T1,E82,Tuesday,Winter
UA563,2024-01-16,11:15,225,14,T1,E90,Tuesday,Winter
UA963,2024-01-16,19:30,221,8,T1,E78,Tuesday,Winter
F8739,2024-01-16,21:30,168,8,T1,E75,Tuesday,Winter
TS615,2024-01-16,15:30,109,4,T1,E90,Tuesday,Winter
LH696,2024-01-16,13:45,216,6,T1,E85,Tuesday,Winter
AC635,2024-01-16,07:00,217,9,T1,E70,Tuesday,Winter
F8373,2024-01-16,08:30,294,14,T1,E70,Tuesday,Winter
UA308,2024-01-16,15:00,171,7,T1,E72,Tuesday,Winter
BA985,2024-01-16,10:45,180,10,T1,E80,Tuesday,Winter
AC490,2024-01-16,13:45,160,7,T1,E70,Tuesday,Winter
AC861,2024-01-16,08:15,278,20,T1,E88,Tuesday,Winter
F8748,2024-01-16,20:30,230,8,T1,E78,Tuesday,Winter
F8401,2024-01-16,15:15,99,2,T1,E75,Tuesday,Winter
BA222,2024-01-16,12:00,189,5,T1,E80,Tuesday,Winter
TS264,2024-01-16,14:30,81,2,T1,E75,Tuesday,Winter
AC257,2024-01-16,11:00,280,18,T1,E80,Tuesday,Winter
LH908,2024-01-16,13:30,98,4,T1,E82,Tuesday,Winter
BA325,2024-01-16,11:00,249,11,T1,E90,Tuesday,Winter
BA513,2024-01-16,11:30,176,13,T1,E82,Tuesday,Winter
DL469,2024-01-16,07:15,278,17,T1,E90,Tuesday,Winter
AC217,2024-01-16,20:30,194,5,T1,E78,Tuesday,Winter
AC798,2024-01-16,11:45,149,8,T1,E90,Tuesday,Winter
UA125,2024-01-16,12:30,211,9,T1,E88,Tuesday,Winter
LH144,2024-01-16,07:15,202,12,T1,E72,Tuesday,Winter
TS891,2024-01-16,14:00,240,5,T1,E78,Tuesday,Winter
AA955,2024-01-16,07:15,257,18,T1,E85,Tuesday,Winter
WS864,2024-01-16,22:15,86,2,T1,E82,Tuesday,Winter
AC189,2024-01-16,09:00,165,11,T1,E90,Tuesday,Winter
WS688,2024-01-16,11:30,224,12,T1,E85,Tuesday,Winter
AA423,2024-01-16,08:45,292,13,T1,E70,Tuesday,Winter
WS874,2024-01-16,14:00,98,3,T1,E90,Tuesday,Winter
WS396,2024-01-16,22:30,235,5,T1,E88,Tuesday,Winter
AA504,2024-01-16,19:00,201,4,T1,E78,Tuesday,Winter
TS864,2024-01-16,14:30,242,5,T1,E82,Tuesday,Winter
AC666,2024-01-16,17:15,111,2,T1,E85,Tuesday,Winter
BA660,2024-01-16,10:30,173,12,T1,E82,Tuesday,Winter
F8522,2024-01-16,22:15,121,3,T1,E80,Tuesday,Winter
F8217,2024-01-16,11:00,260,15,T1,E90,Tuesday,Winter
WS397,2024-01-16,20:00,144,3,T1,E88,Tuesday,Winter
DL465,2024-01-16,10:15,145,7,T1,E72,Tuesday,Winter
F8425,2024-01-17,14:45,164,6,T1,E80,Wednesday,Winter
TS679,2024-01-17,12:30,160,7,T1,E75,Wednesday,Winter
AC420,2024-01-17,07:15,284,16,T1,E82,Wednesday,Winter
TS795,2024-01-17,06:45,238,13,T1,E80,Wednesday,Winter
LH664,2024-01-17,07:15,285,18,T1,E80,Wednesday,Winter
TS651,2024-01-17,07:30,280,12,T1,E72,Wednesday,Winter
AC969,2024-01-17,16:00,228,8,T1,E78,Wednesday,Winter
AC664,2024-01-17,09:45,287,20,T1,E82,Wednesday,Winter
AA328,2024-01-17,15:30,114,3,T1,E90,Wednesday,Winter
WS506,2024-01-17,10:00,289,14,T1,E75,Wednesday,Winter
BA243,2024-01-17,15:15,125,4,T1,E75,Wednesday,Winter
LH467,2024-01-17,11:15,244,12,T1,E80,Wednesday,Winter
DL339,2024-01-17,11:15,252,19,T1,E82,Wednesday,Winter
AA580,2024-01-17,16:00,90,4,T1,E82,Wednesday,Winter
WS820,2024-01-17,12:30,147,5,T1,E75,Wednesday,Winter
AA769,2024-01-17,12:30,230,9,T1,E72,Wednesday,Winter
BA357,2024-01-17,12:15,212,6,T1,E82,Wednesday,Winter
LH911,2024-01-17,13:00,208,9,T1,E88,Wednesday,Winter
TS335,2024-01-17,09:30,174,8,T1,E75,Wednesday,Winter
DL716,2024-01-17,21:00,249,6,T1,E82,Wednesday,Winter
WS593,2024-01-17,21:45,202,5,T1,E75,Wednesday,Winter
AA122,2024-01-17,07:00,152,9,T1,E75,Wednesday,Winter
TS744,2024-01-17,17:00,226,5,T1,E75,Wednesday,Winter
UA284,2024-01-17,12:45,233,11,T1,E70,Wednesday,Winter
UA187,2024-01-17,09:45,275,21,T1,E88,Wednesday,Winter
TS324,2024-01-17,16:15,229,10,T1,E75,Wednesday,Winter
BA370,2024-01-17,09:30,236,15,T1,E72,Wednesday,Winter
F8487,2024-01-17,13:15,107,2,T1,E90,Wednesday,Winter
BA800,2024-01-17,17:15,235,5,T1,E88,Wednesday,Winter
AC998,2024-01-17,14:00,103,3,T1,E75,Wednesday,Winter
BA947,2024-01-17,06:45,253,14,T1,E70,Wednesday,Winter
BA539,2024-01-17,11:45,217,11,T1,E72,Wednesday,Winter
AA237,2024-01-17,08:45,179,13,T1,E72,Wednesday,Winter
UA712,2024-01-17,15:45,145,3,T1,E70,Wednesday,Winter
BA220,2024-01-17,12:00,176,6,T1,E82,Wednesday,Winter
AA470,2024-01-17,07:15,229,15,T1,E80,Wednesday,Winter
UA975,2024-01-17,14:45,224,6,T1,E80,Wednesday,Winter
AA873,2024-01-17,08:45,261,18,T1,E88,Wednesday,Winter
TS479,2024-01-17,17:45,144,7,T1,E82,Wednesday,Winter
AA853,2024-01-17,11:00,178,10,T1,E75,Wednesday,Winter
WS319,2024-01-17,17:45,166,7,T1,E70,Wednesday,Winter
TS498,2024-01-17,21:00,103,4,T1,E88,Wednesday,Winter
AA190,2024-01-17,08:30,176,9,T1,E70,Wednesday,Winter
AA510,2024-01-17,18:30,232,5,T1,E75,Wednesday,Winter
LH549,2024-01-17,07:15,288,22,T1,E90,Wednesday,Winter
UA299,2024-01-18,10:15,277,12,T1,E70,Thursday,Winter
DL344,2024-01-18,18:00,120,2,T1,E80,Thursday,Winter
AA461,2024-01-18,20:45,183,6,T1,E90,Thursday,Winter
AC854,2024-01-18,20:00,103,3,T1,E90,Thursday,Winter
DL455,2024-01-18,11:15,275,21,T1,E88,Thursday,Winter
AA688,2024-01-18,06:30,164,9,T1,E72,Thursday,Winter
BA174,2024-01-18,16:30,167,8,T1,E90,Thursday,Winter
UA997,2024-01-18,14:30,193,9,T1,E88,Thursday,Winter
F8875,2024-01-18,07:45,294,17,T1,E70,Thursday,Winter
LH219,2024-01-18,09:00,217,14,T1,E78,Thursday,Winter
F8919,2024-01-18,10:45,210,12,T1,E70,Thursday,Winter
UA354,2024-01-18,06:00,222,14,T1,E82,Thursday,Winter
WS667,2024-01-18,10:45,200,10,T1,E80,Thursday,Winter
TS864,2024-01-18,22:15,207,8,T1,E78,Thursday,Winter
F8993,2024-01-18,09:15,178,8,T1,E78,Thursday,Winter
DL259,2024-01-18,07:00,140,9,T1,E88,Thursday,Winter
AC882,2024-01-18,15:00,203,6,T1,E82,Thursday,Winter
LH688,2024-01-18,11:45,166,13,T1,E90,Thursday,Winter
UA507,2024-01-18,10:15,133,8,T1,E85,Thursday,Winter
LH653,2024-01-18,10:30,220,16,T1,E75,Thursday,Winter
LH223,2024-01-18,19:45,160,6,T1,E70,Thursday,Winter
F8488,2024-01-18,14:00,163,5,T1,E80,Thursday,Winter
TS661,2024-01-18,09:15,188,11,T1,E82,Thursday,Winter
DL288,2024-01-18,15:45,133,4,T1,E82,Thursday,Winter
DL974,2024-01-18,15:30,195,4,T1,E75,Thursday,Winter
F8933,2024-01-18,06:30,180,11,T1,E85,Thursday,Winter
F8249,2024-01-18,07:45,122,5,T1,E88,Thursday,Winter
TS969,2024-01-18,20:30,204,5,T1,E90,Thursday,Winter
AC507,2024-01-18,06:15,135,6,T1,E80,Thursday,Winter
LH959,2024-01-18,20:00,195,8,T1,E80,Thursday,Winter
DL468,2024-01-18,17:30,168,3,T1,E72,Thursday,Winter
DL988,2024-01-18,21:15,227,8,T1,E90,Thursday,Winter
TS899,2024-01-18,06:30,203,13,T1,E88,Thursday,Winter
LH180,2024-01-18,12:30,198,7,T1,E75,Thursday,Winter
TS755,2024-01-18,07:45,281,18,T1,E85,Thursday,Winter
WS181,2024-01-18,08:30,178,9,T1,E80,Thursday,Winter
UA719,2024-01-18,22:45,149,6,T1,E82,Thursday,Winter
BA561,2024-01-18,16:15,127,5,T1,E75,Thursday,Winter
F8777,2024-01-18,08:00,173,8,T1,E72,Thursday,Winter
WS165,2024-01-18,12:00,86,3,T1,E90,Thursday,Winter
WS206,2024-01-18,09:15,141,9,T1,E85,Thursday,Winter
UA334,2024-01-18,07:30,233,15,T1,E75,Thursday,Winter
BA958,2024-01-18,09:00,128,8,T1,E82,Thursday,Winter
LH578,2024-01-18,15:30,220,7,T1,E90,Thursday,Winter
TS705,2024-01-18,16:45,241,10,T1,E85,Thursday,Winter
BA755,2024-01-19,21:30,168,5,T1,E78,Friday,Winter
WS552,2024-01-19,09:30,225,11,T1,E80,Friday,Winter
AC100,2024-01-19,12:15,168,4,T1,E90,Friday,Winter
AC804,2024-01-19,14:45,156,3,T1,E85,Friday,Winter
UA711,2024-01-19,11:00,260,14,T1,E85,Friday,Winter
BA547,2024-01-19,14:15,121,5,T1,E85,Friday,Winter
AA325,2024-01-19,09:00,228,14,T1,E90,Friday,Winter
UA391,2024-01-19,18:30,185,4,T1,E72,Friday,Winter
TS239,2024-01-19,07:00,283,16,T1,E88,Friday,Winter
UA817,2024-01-19,19:45,128,3,T1,E75,Friday,Winter
AC647,2024-01-19,08:15,146,7,T1,E75,Friday,Winter
LH844,2024-01-19,07:15,143,6,T1,E88,Friday,Winter
F8450,2024-01-19,17:30,207,10,T1,E88,Friday,Winter
AC438,2024-01-19,10:15,134,6,T1,E85,Friday,Winter
WS656,2024-01-19,12:15,129,6,T1,E80,Friday,Winter
AA948,2024-01-19,07:00,183,10,T1,E88,Friday,Winter
F8855,2024-01-19,10:15,237,16,T1,E72,Friday,Winter
BA781,2024-01-19,08:45,219,14,T1,E80,Friday,Winter
DL262,2024-01-19,20:00,220,7,T1,E80,Friday,Winter
LH753,2024-01-19,08:15,212,16,T1,E78,Friday,Winter
WS341,2024-01-19,21:45,163,3,T1,E80,Friday,Winter
WS505,2024-01-19,07:00,130,8,T1,E88,Friday,Winter
TS480,2024-01-19,11:15,160,9,T1,E82,Friday,Winter
AC161,2024-01-19,09:15,299,18,T1,E72,Friday,Winter
TS599,2024-01-19,11:30,262,18,T1,E82,Friday,Winter
LH850,2024-01-19,06:00,296,16,T1,E75,Friday,Winter
UA140,2024-01-19,14:45,223,6,T1,E88,Friday,Winter
F8680,2024-01-19,11:30,202,13,T1,E80,Friday,Winter
BA264,2024-01-19,08:15,235,12,T1,E80,Friday,Winter
BA475,2024-01-19,16:00,243,8,T1,E75,Friday,Winter
AC734,2024-01-19,10:15,202,13,T1,E90,Friday,Winter
AA294,2024-01-19,13:45,221,5,T1,E80,Friday,Winter
DL519,2024-01-19,22:30,108,2,T1,E72,Friday,Winter
AC955,2024-01-19,10:15,128,6,T1,E88,Friday,Winter
F8201,2024-01-19,10:45,288,17,T1,E80,Friday,Winter
AC475,2024-01-19,10:00,123,9,T1,E78,Friday,Winter
LH952,2024-01-19,10:45,283,12,T1,E90,Friday,Winter
AA941,2024-01-19,11:00,277,14,T1,E70,Friday,Winter
WS954,2024-01-19,08:00,175,13,T1,E72,Friday,Winter
WS842,2024-01-19,11:45,168,8,T1,E78,Friday,Winter
TS671,2024-01-19,17:45,107,4,T1,E82,Friday,Winter
LH819,2024-01-19,20:45,106,2,T1,E75,Friday,Winter
BA511,2024-01-19,16:30,248,6,T1,E88,Friday,Winter
DL422,2024-01-19,16:30,175,5,T1,E85,Friday,Winter
DL723,2024-01-19,06:15,216,15,T1,E80,Friday,Winter
DL563,2024-01-20,15:45,80,3,T1,E80,Saturday,Winter
AC630,2024-01-20,11:30,121,6,T1,E78,Saturday,Winter
F8976,2024-01-20,10:00,296,21,T1,E90,Saturday,Winter
BA669,2024-01-20,13:15,104,2,T1,E82,Saturday,Winter
TS241,2024-01-20,09:30,269,13,T1,E80,Saturday,Winter
UA194,2024-01-20,13:45,225,10,T1,E72,Saturday,Winter
DL911,2024-01-20,13:15,204,9,T1,E72,Saturday,Winter
UA138,2024-01-20,13:45,100,4,T1,E82,Saturday,Winter
DL936,2024-01-20,13:45,110,5,T1,E78,Saturday,Winter
AC749,2024-01-20,20:45,93,2,T1,E70,Saturday,Winter
DL652,2024-01-20,12:15,163,5,T1,E78,Saturday,Winter
TS151,2024-01-20,21:45,194,8,T1,E90,Saturday,Winter
WS327,2024-01-20,13:30,180,4,T1,E82,Saturday,Winter
WS587,2024-01-20,13:00,220,7,T1,E72,Saturday,Winter
AA613,2024-01-20,13:15,114,3,T1,E78,Saturday,Winter
LH504,2024-01-20,18:15,223,8,T1,E90,Saturday,Winter
F8348,2024-01-20,09:30,230,12,T1,E72,Saturday,Winter
WS787,2024-01-20,16:45,173,5,T1,E82,Saturday,Winter
DL708,2024-01-20,18:00,158,3,T1,E82,Saturday,Winter
LH738,2024-01-20,06:45,131,10,T1,E78,Saturday,Winter
F8801,2024-01-20,11:15,141,6,T1,E70,Saturday,Winter
F8735,2024-01-20,06:30,123,6,T1,E72,Saturday,Winter
UA560,2024-01-20,12:00,164,4,T1,E90,Saturday,Winter
F8308,2024-01-20,15:30,220,7,T1,E75,Saturday,Winter
